,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
103,3835,0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,45.55,2630,0,1.0,0.0,0.0,0.0
104,2233,1,0,1,0,68,1,2,1,0,2,2,2,2,2,2,1,110.0,5833,1,1.0,0.0,0.0,0.0
105,4386,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,24.3,1,0,0.0,0.0,0.0,1.0
106,4782,0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,104.15,5672,0,0.0,0.0,1.0,0.0
107,6863,0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,30.15,6385,0,0.0,0.0,0.0,1.0
108,6067,1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,94.35,3358,0,0.0,0.0,0.0,1.0
109,1968,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,19.4,658,0,0.0,1.0,0.0,0.0
110,327,1,0,1,0,55,1,2,1,2,2,0,0,2,0,0,1,96.75,4391,1,0.0,0.0,1.0,0.0
111,3173,0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,57.95,2642,0,0.0,1.0,0.0,0.0
112,4055,0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,91.65,3380,0,0.0,0.0,1.0,0.0
113,3419,0,1,1,0,37,1,2,1,0,0,0,0,0,0,0,1,76.5,2475,1,0.0,0.0,1.0,0.0
114,3735,0,0,1,1,64,0,1,0,0,2,0,2,2,2,2,1,54.6,2967,0,0.0,0.0,1.0,0.0
115,2142,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,89.85,2128,0,0.0,0.0,1.0,0.0
116,6732,0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,31.05,240,0,1.0,0.0,0.0,0.0
117,3763,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,100.25,124,1,0.0,0.0,1.0,0.0
118,5961,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,20.65,6160,0,0.0,0.0,0.0,1.0
119,6644,1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,85.2,1769,0,0.0,1.0,0.0,0.0
120,745,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,99.8,4581,0,0.0,1.0,0.0,0.0
121,2032,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,20.7,230,0,0.0,0.0,0.0,1.0
122,274,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,74.4,1931,1,0.0,0.0,1.0,0.0
123,4607,0,0,1,1,7,1,0,0,2,0,0,0,0,0,0,0,50.7,3039,0,0.0,0.0,0.0,1.0
124,5130,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,20.85,5043,0,0.0,0.0,0.0,1.0
125,3222,1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,88.95,2632,0,0.0,0.0,1.0,0.0
126,3079,0,1,0,0,27,1,2,1,0,0,2,0,0,0,0,1,78.05,1755,1,0.0,0.0,1.0,0.0
127,4794,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,23.55,1228,0,1.0,0.0,0.0,0.0
128,2760,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,19.75,1489,0,0.0,0.0,0.0,1.0
129,1808,1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,56.45,3403,0,0.0,0.0,1.0,0.0
130,1989,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,85.95,394,0,0.0,0.0,1.0,0.0
131,4403,0,0,1,1,25,0,1,0,2,2,2,0,2,2,0,1,58.6,912,1,0.0,1.0,0.0,0.0
132,6058,1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,50.55,2837,0,1.0,0.0,0.0,0.0
133,2158,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,35.45,3032,1,0.0,0.0,1.0,0.0
134,1632,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,44.35,6058,1,0.0,0.0,1.0,0.0
135,5539,0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,25.7,348,0,0.0,1.0,0.0,0.0
136,5570,0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,75.0,1304,0,1.0,0.0,0.0,0.0
137,2656,0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,20.2,510,0,0.0,0.0,0.0,1.0
138,4410,1,0,0,1,57,1,0,2,1,1,1,1,1,1,2,1,19.6,319,0,0.0,0.0,0.0,1.0
139,262,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,70.45,5510,1,0.0,0.0,0.0,1.0
140,2197,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,88.05,5173,0,0.0,1.0,0.0,0.0
141,2863,0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,71.15,4664,1,0.0,0.0,1.0,0.0
142,751,0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,101.05,4894,0,1.0,0.0,0.0,0.0
143,1806,1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,84.3,4419,0,0.0,1.0,0.0,0.0
144,775,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,23.95,1278,0,1.0,0.0,0.0,0.0
145,4058,0,0,1,1,65,1,2,1,2,2,0,2,2,0,2,1,99.05,5168,0,0.0,1.0,0.0,0.0
146,4848,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,19.6,4983,0,0.0,0.0,0.0,1.0
147,1446,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,45.65,3821,1,0.0,0.0,1.0,0.0
148,4571,1,0,0,1,30,1,0,0,0,2,2,0,2,0,1,0,64.5,1528,0,0.0,1.0,0.0,0.0
149,2420,1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,69.5,141,0,0.0,0.0,0.0,1.0
150,2662,0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,68.55,4669,0,0.0,0.0,1.0,0.0
151,2724,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,95.0,5236,1,0.0,0.0,0.0,1.0
152,1140,0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,108.15,5988,0,0.0,1.0,0.0,0.0
153,6408,1,0,1,1,62,1,0,0,2,2,2,2,2,2,2,0,86.1,4370,0,0.0,0.0,1.0,0.0
154,2144,0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,19.7,250,0,0.0,0.0,0.0,1.0
155,4643,0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,80.9,290,0,1.0,0.0,0.0,0.0
156,6472,0,0,0,0,22,1,2,1,0,0,0,0,2,0,0,1,84.15,1378,0,1.0,0.0,0.0,0.0
157,1893,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,20.15,3583,0,0.0,0.0,0.0,1.0
158,4522,1,0,1,1,16,1,0,0,2,0,2,0,2,0,2,0,64.25,51,0,0.0,0.0,0.0,1.0
159,5349,1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,25.7,2166,0,1.0,0.0,0.0,0.0
160,6353,0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,56.0,5845,0,0.0,0.0,1.0,0.0
161,589,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,82.4,1047,1,0.0,0.0,1.0,0.0
162,3124,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,69.7,639,0,0.0,0.0,1.0,0.0
163,3250,1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,73.9,3383,0,1.0,0.0,0.0,0.0
164,2015,0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,20.6,1966,0,0.0,0.0,0.0,1.0
165,4498,1,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,19.9,659,0,0.0,0.0,0.0,1.0
166,2359,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,70.9,2373,1,1.0,0.0,0.0,0.0
167,4259,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,89.05,5071,0,1.0,0.0,0.0,0.0
168,2406,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,45.3,2300,1,0.0,0.0,1.0,0.0
169,794,0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,20.4,2790,0,0.0,0.0,1.0,0.0
170,5437,1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,84.25,3064,0,1.0,0.0,0.0,0.0
171,1269,0,0,1,0,2,1,2,1,0,0,2,2,2,2,0,1,104.4,2066,1,0.0,0.0,1.0,0.0
172,4780,1,0,1,0,14,1,0,0,0,2,2,2,2,2,2,0,81.95,339,0,0.0,0.0,0.0,1.0
173,475,0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,94.85,4239,1,1.0,0.0,0.0,0.0
174,4190,0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,20.55,5230,0,1.0,0.0,0.0,0.0
175,1185,0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,24.7,5917,0,0.0,0.0,1.0,0.0
176,1818,0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,74.45,277,1,0.0,0.0,0.0,1.0
177,1398,0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,76.45,4260,1,1.0,0.0,0.0,0.0
178,4211,0,0,1,1,15,1,2,1,0,2,2,0,2,2,0,1,105.35,1001,0,1.0,0.0,0.0,0.0
179,2597,1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,20.55,459,0,0.0,1.0,0.0,0.0
180,4476,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,29.95,2507,1,1.0,0.0,0.0,0.0
181,4663,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,45.3,3816,0,0.0,0.0,0.0,1.0
182,6592,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,0,84.5,5278,1,1.0,0.0,0.0,0.0
183,3926,1,0,1,1,33,1,0,0,2,0,2,0,2,2,1,0,74.75,2104,0,0.0,1.0,0.0,0.0
184,1288,0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,79.25,216,1,0.0,0.0,1.0,0.0
185,692,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,24.8,2044,1,0.0,0.0,1.0,0.0
186,3405,1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,51.8,48,0,0.0,0.0,0.0,1.0
187,5802,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,30.4,6099,0,0.0,0.0,1.0,0.0
188,653,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,19.65,2090,0,0.0,0.0,1.0,0.0
189,5691,0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,56.6,2015,0,0.0,1.0,0.0,0.0
190,5047,1,0,1,1,43,1,2,0,2,0,0,2,0,2,1,1,71.9,2757,0,0.0,1.0,0.0,0.0
191,1695,1,0,1,0,6,1,0,1,0,2,2,0,0,2,0,1,91.0,4440,1,0.0,0.0,1.0,0.0
192,2076,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,19.75,678,0,1.0,0.0,0.0,0.0
193,6816,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,109.7,6076,0,0.0,1.0,0.0,0.0
194,1454,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,19.3,359,0,0.0,1.0,0.0,0.0
195,1780,0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,96.55,1502,0,0.0,0.0,1.0,0.0
196,6483,1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,24.1,4822,0,1.0,0.0,0.0,0.0
197,4373,1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,111.35,5218,0,0.0,0.0,1.0,0.0
198,5162,1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,112.25,6038,0,1.0,0.0,0.0,0.0
199,2549,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,20.75,1621,0,0.0,0.0,0.0,1.0
200,6561,0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,101.9,2333,0,0.0,1.0,0.0,0.0
201,6032,0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,80.05,218,0,0.0,1.0,0.0,0.0
202,2347,1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,105.55,5730,0,0.0,0.0,1.0,0.0
203,4994,1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,78.3,72,0,0.0,1.0,0.0,0.0
204,6461,1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,68.85,2552,0,0.0,1.0,0.0,0.0
205,5456,0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,79.95,2336,0,1.0,0.0,0.0,0.0
206,4502,1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,55.45,3571,0,0.0,1.0,0.0,0.0
207,884,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,79.9,5974,1,0.0,0.0,1.0,0.0
208,5558,0,0,0,0,19,1,0,1,2,0,2,2,2,2,0,1,106.6,1536,1,0.0,0.0,1.0,0.0
209,929,1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,102.45,5291,0,0.0,1.0,0.0,0.0
210,5567,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,46.0,6174,1,0.0,1.0,0.0,0.0
211,2944,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25.25,2152,0,0.0,0.0,1.0,0.0
212,5094,1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,19.75,237,0,0.0,0.0,0.0,1.0
213,3303,0,0,1,1,29,1,0,2,1,1,1,1,1,1,1,0,20.0,4493,0,0.0,0.0,1.0,0.0
214,1717,1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,86.8,1580,0,0.0,0.0,1.0,0.0
215,479,0,0,1,0,57,0,1,0,2,2,2,0,2,2,0,1,58.75,2976,0,1.0,0.0,0.0,0.0
216,6541,1,0,1,1,72,0,1,0,2,2,2,2,0,0,2,0,45.25,2727,0,0.0,1.0,0.0,0.0
217,138,1,0,1,0,66,0,1,0,2,2,2,2,2,0,2,1,56.6,3250,0,1.0,0.0,0.0,0.0
218,1377,1,0,1,1,65,1,2,0,0,2,2,2,2,2,2,1,84.2,4450,0,1.0,0.0,0.0,0.0
219,4605,0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,80.0,5063,0,1.0,0.0,0.0,0.0
